id,source_document_id,record_type,external_ref,source_page,record_date_text,raw_text,payload,extraction_notes
24ce2d5c-a87d-5ca2-bbce-0d29f60e920e,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK125 REBECCA M A13304,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""AYR"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 40, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""AYR"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33281, ""licence_y_n"": """", ""lk_number"": ""LK125"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 9.44, ""port_letters_and_number"": ""LK125"", ""registered_tonnage"": 5.38, ""rss_number"": ""A13304"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 46.886, ""vessel_name"": ""REBECCA M"", ""year_built"": 1982}",
1c6b031e-75cb-5ca1-94a2-733fe96f61f2,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK897 SELINA MAY B12377,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""EYEMOUTH"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 22, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""EYEMOUTH"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30583, ""licence_y_n"": """", ""lk_number"": ""LK897"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 7.1, ""port_letters_and_number"": ""LK897"", ""registered_tonnage"": 2.84, ""rss_number"": ""B12377"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 30.845, ""vessel_name"": ""SELINA MAY"", ""year_built"": 1990}",
b6c588f8-ea5b-5b29-b0a1-4797bed69f47,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK326 COMET B12167,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""CAMPBELTOWN"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 18.4, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""TAYINLOAN"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30386, ""licence_y_n"": """", ""lk_number"": ""LK326"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 5.72, ""port_letters_and_number"": ""LK326"", ""registered_tonnage"": 1.23, ""rss_number"": ""B12167"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 19.548, ""vessel_name"": ""COMET"", ""year_built"": 1988}",
3f158e0f-5ebb-5461-9601-ae773712b78b,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK185 WINDWARD A12798,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""EYEMOUTH"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 25.5, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""EYEMOUTH"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 31330, ""licence_y_n"": """", ""lk_number"": ""LK185"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 6.98, ""port_letters_and_number"": ""LK185"", ""registered_tonnage"": 1.25, ""rss_number"": ""A12798"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 30.6, ""vessel_name"": ""WINDWARD"", ""year_built"": 1984}",
2c88db2d-b48b-57c6-a1ba-8e2bf70277ec,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK980 JANMAR C16439,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""KIRKWALL"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 26, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""KIRKWALL"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 24912, ""licence_y_n"": """", ""lk_number"": ""LK980"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8.15, ""port_letters_and_number"": ""LK980"", ""registered_tonnage"": 2.4, ""rss_number"": ""C16439"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 33.705, ""vessel_name"": ""JANMAR"", ""year_built"": 1980}",
ea243d48-3107-570f-891c-0b6b7eb4c5a8,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK624 DIVINE STAR A12700,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 22, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""DUNROSSNESS AND FAIR ISLE"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33303, ""licence_y_n"": """", ""lk_number"": ""LK624"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 7.07, ""port_letters_and_number"": ""LK624"", ""registered_tonnage"": 2.48, ""rss_number"": ""A12700"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 27.504, ""vessel_name"": ""DIVINE STAR"", ""year_built"": 1964}",
5a31a9d3-4ea0-57f8-a053-6e17a8a5b696,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK11 ENDEAVOUR C17567,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 150, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 22084, ""licence_y_n"": """", ""lk_number"": ""LK11"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 7.98, ""port_letters_and_number"": ""LK11"", ""registered_tonnage"": 3.82, ""rss_number"": ""C17567"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 93.036, ""vessel_name"": ""ENDEAVOUR"", ""year_built"": 2002}",
0827a955-1ca9-5238-b058-3875f5ef580e,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK20 ANNIE B C19756,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 7.4, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""A"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 25164, ""licence_y_n"": """", ""lk_number"": ""LK20"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 5.26, ""port_letters_and_number"": ""LK20"", ""registered_tonnage"": 0.48, ""rss_number"": ""C19756"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 15.638, ""vessel_name"": ""ANNIE B"", ""year_built"": 1998}",
1b524b06-a443-5dca-a321-d3ef0748809e,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK301 GIRL LYNNE A12608,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 81, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 21484, ""licence_y_n"": """", ""lk_number"": ""LK301"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8.72, ""port_letters_and_number"": ""LK301"", ""registered_tonnage"": 4.39, ""rss_number"": ""A12608"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 63.482, ""vessel_name"": ""GIRL LYNNE"", ""year_built"": 1952}",
f6a33309-35a2-528e-b008-e689d295044c,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK3398 ONWARD A10970,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 57, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30034, ""licence_y_n"": """", ""lk_number"": ""LK3398"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8.96, ""port_letters_and_number"": ""LK3398"", ""registered_tonnage"": 4.66, ""rss_number"": ""A10970"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 55.487, ""vessel_name"": ""ONWARD"", ""year_built"": 1981}",
151ee074-3b10-55d8-89ed-2d3b6a218019,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK605 MARI DAWN C19146,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 102, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30911, ""licence_y_n"": """", ""lk_number"": ""LK605"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 9.68, ""port_letters_and_number"": ""LK605"", ""registered_tonnage"": 12.49, ""rss_number"": ""C19146"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 95.268, ""vessel_name"": ""MARI DAWN"", ""year_built"": 2007}",
c053afab-be01-539e-b0f3-9da2d3879cee,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK655 SEDNA B10147,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 53, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33984, ""licence_y_n"": """", ""lk_number"": ""LK655"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8.1, ""port_letters_and_number"": ""LK655"", ""registered_tonnage"": 3.83, ""rss_number"": ""B10147"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 47.34, ""vessel_name"": ""SEDNA"", ""year_built"": 1983}",
8fbe7ee8-284d-5645-aa72-3b5771c20038,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK755 DOLPHIN B13081,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 16, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30440, ""licence_y_n"": """", ""lk_number"": ""LK755"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 6.4, ""port_letters_and_number"": ""LK755"", ""registered_tonnage"": 3.06, ""rss_number"": ""B13081"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 23.84, ""vessel_name"": ""DOLPHIN"", ""year_built"": 1986}",
fdf1f259-085c-5b2e-aa35-9dea33409e29,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK987 SADIE JOAN A11548,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 70, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""LERWICK"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33630, ""licence_y_n"": """", ""lk_number"": ""LK987"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 9.99, ""port_letters_and_number"": ""LK987"", ""registered_tonnage"": 7.06, ""rss_number"": ""A11548"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 64.966, ""vessel_name"": ""SADIE JOAN"", ""year_built"": 1961}",
6fee724a-7995-5044-ae89-11ad3ab712bb,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK177 VIORA B14246,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 93, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""NORTHMAVINE"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30665, ""licence_y_n"": """", ""lk_number"": ""LK177"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8.3, ""port_letters_and_number"": ""LK177"", ""registered_tonnage"": 6.89, ""rss_number"": ""B14246"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 70.07, ""vessel_name"": ""VIORA"", ""year_built"": 1993}",
aaa0b5bd-24d6-56ed-8b00-e941723f37af,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK331 CRAIGNAIR A12466,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 100.71, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""SCALLOWAY AND ISLES"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33269, ""licence_y_n"": """", ""lk_number"": ""LK331"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 10, ""port_letters_and_number"": ""LK331"", ""registered_tonnage"": 9.63, ""rss_number"": ""A12466"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 80.619, ""vessel_name"": ""CRAIGNAIR"", ""year_built"": 1974}",
c66b1636-e2f4-531a-9457-0fbc65e6c07c,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK783 LEONA JANE B14042,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 210.4, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""SHETLAND"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 23679, ""licence_y_n"": """", ""lk_number"": ""LK783"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 8, ""port_letters_and_number"": ""LK783"", ""registered_tonnage"": 3.19, ""rss_number"": ""B14042"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 117.56, ""vessel_name"": ""LEONA JANE"", ""year_built"": 1990}",
84b1c15f-8937-530d-bb8d-49a2189eaa06,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK19 FAIR TRY A12451,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": """", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 44, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""WEST MAINLAND (SHETLAND)"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33265, ""licence_y_n"": """", ""lk_number"": ""LK19"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 7.5, ""port_letters_and_number"": ""LK19"", ""registered_tonnage"": 5.43, ""rss_number"": ""A12451"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 40.8, ""vessel_name"": ""FAIR TRY"", ""year_built"": 1985}",
c6c38ae3-14b7-5b07-a68a-4231b231f567,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK466 RESTLESS WAVE A12676,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 55, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""WEST MAINLAND (SHETLAND)"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33300, ""licence_y_n"": """", ""lk_number"": ""LK466"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 7.92, ""port_letters_and_number"": ""LK466"", ""registered_tonnage"": 5.16, ""rss_number"": ""A12676"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 47.956, ""vessel_name"": ""RESTLESS WAVE"", ""year_built"": 1977}",
89e86c4f-99a0-5e2a-9967-0dd0776e3209,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK15 VALDAR C18558,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 165, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""WHALSAY AND SKERRIES"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 22813, ""licence_y_n"": """", ""lk_number"": ""LK15"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 9.15, ""port_letters_and_number"": ""LK15"", ""registered_tonnage"": 5.88, ""rss_number"": ""C18558"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 104.902, ""vessel_name"": ""VALDAR"", ""year_built"": 2005}",
84095104-eca7-5dc6-8843-e30deacc77a2,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK277 STAR OF HOPE A12597,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 31, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""YELL AND FETLAR"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33290, ""licence_y_n"": """", ""lk_number"": ""LK277"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 6.55, ""port_letters_and_number"": ""LK277"", ""registered_tonnage"": 3.32, ""rss_number"": ""A12597"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 31.439, ""vessel_name"": ""STAR OF HOPE"", ""year_built"": 1985}",
57de4bd0-438f-50ee-9a11-60d8f910a08a,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK968 RELIEF B14266,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 45, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""YELL AND FETLAR"", ""hull_material"": ""F"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 30772, ""licence_y_n"": """", ""lk_number"": ""LK968"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 6.7, ""port_letters_and_number"": ""LK968"", ""registered_tonnage"": 2.62, ""rss_number"": ""B14266"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 36.33, ""vessel_name"": ""RELIEF"", ""year_built"": 1994}",
7fdd10f8-1fd9-5f47-82d9-6a968a6d12e3,7e7fc9c2-1aad-5b5d-b9bd-d6c62fa49deb,official_snapshot_row,January 2015 LK102 AEOLUS A12519,,January 2015,,"{""administrative_country"": """", ""administrative_port"": ""LERWICK"", ""country_of_build"": ""GBR"", ""ec_calculated_gross_tonnage"": """", ""engine_power_kw"": 28, ""fish_producer_organisation"": ""NON-SECTOR"", ""home_port"": ""CENTRAL MAINLAND (SHETLAND)"", ""hull_material"": ""W"", ""length_class"": ""10m and under"", ""licence_category"": ""CATEGORY A (10 METRE AND UNDER)"", ""licence_number"": 33278, ""licence_y_n"": """", ""lk_number"": ""LK102"", ""official_snapshot"": ""January 2015"", ""overall_length_m"": 6.7, ""port_letters_and_number"": ""LK102"", ""registered_tonnage"": 2.73, ""rss_number"": ""A12519"", ""scallop_licence_y_n"": ""N"", ""shellfish_licence"": """", ""snapshot_year"": 2015, ""source"": ""GOV.UK UK fishing vessel lists"", ""source_url"": ""https://assets.publishing.service.gov.uk/media/661f841a9bf3b7616bbd3d23/January_2015_Under_10m_vessel_list.xlsx"", ""vessel_capacity_units"": 29.35, ""vessel_name"": ""AEOLUS"", ""year_built"": 1984}",
